AntwoordKey,Antwoordoptie,Antwoordomschrijving
-1,Onbekend,Onbekend
6610,0,Nee
6611,99999998,Onbekend
6612,1,Answered
6613,4,10 jaar of langer
6614,1,In het centrum/binnenstad
6615,1,Nee
6616,99999999,MISSING
6617,1,Ja
6618,99999999,MISSING
6619,3,"nee, dat klopt niet echt"
6620,100,Leeftijd
6621,1,Mee eens
6622,3,"nee, dat klopt niet echt"
6623,1,"ja, dat klopt wel"
6624,,
6625,1,Zeer gemakkelijk
6626,8,Onbekend
6627,99999999,MISSING
6628,8,Onbekend
6629,3,Woningen in een rij of geschakeld
6630,3,"ja, elders in de gemeente"
6631,1,Ja
6632,4,ontevreden
6633,10,10
6634,25,Geeren-Zuid (ONS)
6635,1,nee
6636,6,weet niet of het voorkomt
6637,1,Ja
6638,99999999,MISSING
6639,8,Onbekend
6640,10,Leeftijd
6641,99999999,MISSING
6642,6,6
6643,4,niet mee eens
6644,0,Nee
6645,4,niet van toepassing
6646,1,Ik ben tevreden met mijn woning
6647,1,"Minder dan € 414,-"
6648,1,komt vaak voor
6649,14,Oosterhout
6650,1,Ja
6651,2,regelmatig
6652,3,"Ja, van mijn huisarts"
6653,2,komt soms voor
6654,0,Not Answered
6655,4,nee
6656,,
6657,7,"Anders, namelijk:"
6658,2,Leeftijd
6659,99999999,MISSING
6660,,
6661,4,weet niet/geen mening
6662,1,helemaal mee eens
6663,92,Leeftijd
6664,10,Gezondheid / behoefte aan extra zorg
6665,4,Hoekwoning
6666,5,helemaal niet mee eens
6667,106,Leeftijd
6668,0,Nee
6669,1,"ja, (bijna) geen problemen"
6670,31,Leeftijd
6671,1,ja
6672,,
6673,3,komt (bijna) nooit voor
6674,83,Leeftijd
6675,15,Leeftijd
6676,3,niet mee eens
6677,3,niet tevreden/niet ontevreden
6678,1,heb ik gedaan
6679,5,helemaal oneens
6680,2,nee
6681,3,komt (bijna) nooit voor
6682,6,Wetenschappelijk onderwijs (universiteit)
6683,9,9
6684,0,Nee
6685,3,3
6686,2,komt voor en maakt me bang
6687,2,"Ja, van familie, buren of vrienden"
6688,4,"ja, maar niet in de eigen gemeente"
6689,1,komt vaak voor
6690,53,Leeftijd
6691,2,2
6692,5,komt voor en doet me niet veel
6693,5,5
6694,8,Leeftijd
6695,72,Leeftijd
6696,5,5
6697,5,Geen voorkeur voor bestaand of nieuwbouw
6698,5,helemaal niet mee eens
6699,1,zeer tevreden
6700,3,"Ja, van mijn huisarts"
6701,2,mee eens
6702,4,"ja, maar niet in de eigen gemeente"
6703,1,"ja, dat klopt wel"
6704,99999999,MISSING
6705,1,"Minder dan € 1.150,- per maand"
6706,99999998,Onbekend
6707,1,komt vaak voor
6708,1,zeer tevreden
6709,4,weet niet/geen mening
6710,2,"Centrum (City, Valkenberg, ChassT, Fellenoord, Schorsmolen, Station, Belcrum)"
6711,99999999,MISSING
6712,1,Ja
6713,99999998,Onbekend
6714,16,Leeftijd
6715,4,oneens
6716,2,"ja, in de eigen buurt"
6717,4,"Ja, particuliere hulp*"
6718,2,komt soms voor
6719,1,"Ja, vrijwel altijd"
6720,2,nee
6721,6,"Tussen € 720,- en € 850,-"
6722,1,"Ja, ik heb een melding gedaan"
6723,99999999,MISSING
6724,13,"Buitengebied Breda (Effen-de Rith, Liesbos, landelijk gebied rondom Bavel, Ulvenhout of Prinsenbeek)"
6725,7,7
6726,3,niet gedaan en wil ik ook niet doen
6727,,
6728,0,Nee
6729,2,neutraal
6730,2,"Ja, eventueel wel"
6731,6,weet niet of het voorkomt
6732,3,"ja, elders in de gemeente"
6733,3,komt (bijna) nooit voor
6734,2,nee
6735,1,Alleenstaand/alleenwonend
6736,99999998,Onbekend
6737,4,oneens
6738,99999998,Onbekend
6739,1,Ja
6740,4,weet niet/geen mening
6741,5,"Ja, van een organisatie of instantie**"
6742,2,tevreden
6743,2,min of meer
6744,4,weet niet/geen mening
6745,0,Nee
6746,24,Zilverberk
6747,99999998,Onbekend
6748,8,Onbekend
6749,99999999,MISSING
6750,82,Leeftijd
6751,1,Vrijstaand
6752,6,weet niet/geen mening
6753,,
6754,2,nee
6755,1,helemaal mee eens
6756,5,"Breda Zuid-Oost (Blauwe Kei, Ypelaar, Overakker, Ginneken)"
6757,4,Weet ik niet
6758,0,Nee
6759,6,Flatwoning/appartement mTt lift
6760,4,weet (nog) niet
6761,39,Leeftijd
6762,5,"Ja, van een organisatie of instantie**"
6763,1,Nee
6764,5,"€ 3.500,- en meer per maand"
6765,3,Woning gehuurd van een particuliere verhuurder
6766,69,Leeftijd
6767,1,Ja
6768,1,"Minder dan € 185.000,-"
6769,99999999,MISSING
6770,5,komt voor en doet me niet veel
6771,4,nee
6772,4,niet mee eens
6773,99999999,MISSING
6774,8,Woon-zorgcomplex / verzorgingshuis / aanleunwoning
6775,12,Onvoldoende voorzieningen in de buurt
6776,5,"€ 450.000,- of meer"
6777,15,"€ 925,- of meer"
6778,2,nee
6779,1,1
6780,3,soms
6781,99999999,MISSING
6782,3,komt (bijna) nooit voor
6783,8,Weet nog niet/geen voorkeur
6784,3,Buiten Breda
6785,4,zelden/ nooit
6786,1,Nee
6787,2,Nee
6788,2,regelmatig
6789,3,niet mee eens
6790,1,"ja, (bijna) geen problemen"
6791,45,Leeftijd
6792,4,"Ja, beslist wel"
6793,5,"Ja, van een organisatie of instantie**"
6794,1,Nee
6795,2,"redelijk, enkele problemen"
6796,2,eens
6797,0,Nee
6798,1,intensief
6799,3,"ja, elders in de gemeente"
6800,2,min of meer
6801,2,2
6802,2,"ja, in de eigen buurt"
6803,0,Nee
6804,1,Man
6805,1,vaak
6806,2,vaak wel
6807,4,"Ja, particuliere hulp*"
6808,8,Onbekend
6809,66,Leeftijd
6810,2,nee
6811,3,"Ja, van mijn huisarts"
6812,2,"Ja, van familie, buren of vrienden"
6813,1,Ja
6814,2,Soms
6815,1,komt niet voor
6816,2,waarschijnlijk wel
6817,2,vaak wel
6818,4,"Tussen € 607,- en € 651,-"
6819,3,"niet eens, niet oneens"
6820,1,zeer tevreden
6821,1,geheel mee eens
6822,2,Zal gelijk blijven
6823,3,Achteruit
6824,99999999,MISSING
6825,4,Bouwkavel met groep ontwikkelen en bouwen (collectief)
6826,98,Leeftijd
6827,3,verslechterd
6828,99999998,Onbekend
6829,,
6830,12,Tussen € 300.000 en € 400.000
6831,0,Nee
6832,3,Vwo/Havo
6833,4,niet mee eens
6834,2,Nee
6835,8,Onbekend
6836,5,Flatwoning / appartement zonder lift
6837,,
6838,5,Olympia
6839,7,Om financiële redenen
6840,3,"ja, elders in de gemeente"
6841,2,"Ja, van familie, buren of vrienden"
6842,16,Gunstige periode om woning te verkopen
6843,1,ja
6844,7,"Tussen € 850,- en € 925,-"
6845,4,4
6846,1,Vooruit
6847,2,nee
6848,2,Ergens anders in Breda
6849,4,weet niet/geen mening
6850,11,"Anders, namelijk:"
6851,99999998,Onbekend
6852,2,"ja, in de eigen buurt"
6853,99999999,MISSING
6854,1,komt niet voor
6855,3,soms
6856,1,1
6857,5,Flatwoning/appartement zonder lift
6858,1,Nee
6859,3,"niet eens, niet oneens"
6860,99999999,MISSING
6861,3,"slecht, veel problemen"
6862,99999999,MISSING
6863,3,niet tevreden/niet ontevreden
6864,3,"Tussen € 275.000,- en € 350.000,-"
6865,0,Nee
6866,1,(vrijwel) altijd
6867,4,"ja, maar niet in de eigen gemeente"
6868,1,1
6869,43,Leeftijd
6870,3,Woningen in een rij of geschakeld
6871,4,"Ja, particuliere hulp*"
6872,2,Vrouw
6873,5,helemaal oneens
6874,1,komt niet voor
6875,91,Leeftijd
6876,2,2
6877,2,vaak wel
6878,2,nee
6879,2,"ja, in de eigen buurt"
6880,15,Geeren-Noord
6881,1,intensief
6882,4,oneens
6883,1,Ja
6884,2,"Ja, incidenteel"
6885,8,Onbekend
6886,99999999,MISSING
6887,10,10
6888,1,Nieuwe Meidoorn
6889,105,Leeftijd
6890,99999999,MISSING
6891,1,Nee
6892,4,Weet niet/geen mening
6893,5,"Ja, van een organisatie of instantie**"
6894,8,Ik wil nog liever thuis blijven wonen
6895,8,Onbekend
6896,2,nee
6897,1,komt vaak voor
6898,3,neutraal
6899,4,komt voor en geeft me een andere emotie
6900,2,"Ja, van familie, buren of vrienden"
6901,85,Leeftijd
6902,4,ontevreden
6903,1,Nee
6904,1,Ja
6905,99999999,MISSING
6906,8,Onbekend
6907,3,komt (bijna) nooit voor
6908,2,komt voor en maakt me bang
6909,1,helemaal mee eens
6910,8,Onbekend
6911,1,Ja
6912,0,Nee
6913,1,komt vaak voor
6914,4,4
6915,1,Eigen buurt
6916,3,komt (bijna) nooit voor
6917,9,9
6918,1,vaak
6919,2,"Ja, van familie, buren of vrienden"
6920,75,Leeftijd
6921,6,"Ja, andere hulp"
6922,5,helemaal oneens
6923,3,Achteruit
6924,4,oneens
6925,4,In een landelijke omgeving
6926,3,3
6927,2,incidenteel
6928,1,Ja
6929,2,"ja, in de eigen buurt"
6930,5,5
6931,4,niet mee eens
6932,6,6
6933,4,weet niet/geen mening
6934,1,In het centrum/binnenstad
6935,1,ja
6936,10,10
6937,1,komt niet voor
6938,3,neutraal
6939,5,geheel mee oneens
6940,3,neutraal
6941,6,Flatwoning / appartement mét lift
6942,5,"Ja, van een organisatie of instantie**"
6943,5,"Ja, van een organisatie of instantie**"
6944,3,"nee, dat klopt niet echt"
6945,38,Leeftijd
6946,99999999,MISSING
6947,4,komt voor en geeft me een andere emotie
6948,4,"Ja, particuliere hulp*"
6949,,
6950,1,"Ja, intensief"
6951,2,tevreden
6952,5,helemaal niet mee eens
6953,2,incidenteel
6954,99999998,Onbekend
6955,3,"Ja, van mijn huisarts"
6956,3,komt (bijna) nooit voor
6957,99999999,MISSING
6958,3,(vrijwel) nooit
6959,3,soms
6960,1,"ja, dat klopt wel"
6961,1,Answered
6962,6,weet niet of het voorkomt
6963,1,Ja
6964,4,weet niet/geen mening
6965,19,Dobbelsteen
6966,1,1
6967,5,"Ja, van een organisatie of instantie**"
6968,1,(vrijwel) altijd
6969,12,Vianden
6970,2,Nee
6971,1,Ja
6972,4,4
6973,6,6
6974,5,komt voor en doet me niet veel
6975,3,Twee volwassenen zonder kind(eren)
6976,4,Niet zo gelukkig
6977,4,Moeilijk
6978,0,Not Answered
6979,1,"ja, (bijna) geen problemen"
6980,2,"redelijk, enkele problemen"
6981,2,tevreden
6982,73,Leeftijd
6983,99999999,MISSING
6984,2,gelijk gebleven
6985,6,"Ja, andere hulp"
6986,22,Leeftijd
6987,99999999,MISSING
6988,4,weet (nog) niet
6989,1,Ja
6990,1,nee
6991,3,"Ja, van mijn huisarts"
6992,5,komt voor en doet me niet veel
6993,13,Poelewei
6994,1,komt niet voor
6995,46,Leeftijd
6996,1,ja
6997,2,regelmatig
6998,1,Nee
6999,1,ja
7000,42,Leeftijd
7001,10,Tussen € 190.000 en € 215.000
7002,10,Ik ben te oud om te verhuizen
7003,1,Ja
7004,99999999,MISSING
7005,1,helemaal eens
7006,7,Zelfstandige seniorenwoning
7007,99999998,Onbekend
7008,3,komt voor en maakt me boos
7009,1,Ja
7010,1,helemaal eens
7011,6,weet niet of het voorkomt
7012,3,Weet niet/geen mening
7013,0,Nee
7014,1,Ja
7015,2,mee eens
7016,1,Leeftijd
7017,1,Answered
7018,0,Not Answered
7019,8,Onbekend
7020,9,Kamerbewoning/studentenhuisvesting
7021,34,Leeftijd
7022,2,"Ja, van familie, buren of vrienden"
7023,2,nee
7024,5,"Ja, van een organisatie of instantie**"
7025,2,Twee onder TTn kap
7026,7,7
7027,3,niet tevreden/niet ontevreden
7028,2,incidenteel
7029,6,weet niet of het voorkomt
7030,0,Nee
7031,3,niet gedaan en wil ik ook niet doen
7032,99999998,Onbekend
7033,3,Niet gelukkig/niet ongelukkig
7034,9,9
7035,5,"Tussen € 711,- en € 900,-"
7036,3,"slecht, veel problemen"
7037,6,geen antwoord
7038,99999998,Onbekend
7039,10,ETnkamerwoning/studio
7040,3,"Ja, van mijn huisarts"
7041,1,"Minder dan € 185.000,-"
7042,3,Leeftijd
7043,,
7044,7,7
7045,3,Noorderlicht
7046,2,Vmbo/Mavo
7047,0,Nee
7048,4,"ja, maar niet in de eigen gemeente"
7049,1,Ja
7050,9,Huidige woning niet geschikt voor ouderen
7051,2,Nee
7052,3,mee eens/oneens
7053,1,vaak
7054,1,komt vaak voor
7055,84,Leeftijd
7056,89,Leeftijd
7057,1,Ja
7058,30,Leeftijd
7059,2,vaak wel
7060,4,geen antwoord
7061,4,niet mee eens
7062,1,nee
7063,99999999,MISSING
7064,99999999,MISSING
7065,70,Leeftijd
7066,0,Nee
7067,1,verbeterd
7068,99999999,MISSING
7069,9,9
7070,5,Hoger beroepsonderwijs (hbo)
7071,8,Onbekend
7072,4,"ja, maar niet in de eigen gemeente"
7073,5,"Er waren geen leefbaarheids- of veiligheidsproblemen, maar ik zou deze wel melden"
7074,2,neutraal
7075,5,"Tussen € 651,- en € 720,-"
7076,2,tevreden
7077,1,Ja
7078,1,"Minder dan € 414,-"
7079,101,Leeftijd
7080,0,Not Answered
7081,6,"Ja, andere hulp"
7082,4,Gezinsuitbreiding
7083,3,"nee, dat klopt niet echt"
7084,3,niet mee eens
7085,4,"ja, maar niet in de eigen gemeente"
7086,1,Ja
7087,1,Ja
7088,4,ontevreden
7089,2,mee eens
7090,4,"Ja, particuliere hulp*"
7091,3,"nee, dat klopt niet echt"
7092,99999999,MISSING
7093,0,Nee
7094,68,Leeftijd
7095,0,Not Answered
7096,1,helemaal eens
7097,3,soms
7098,104,Leeftijd
7099,1,"ja, dat klopt wel"
7100,5,helemaal oneens
7101,1,zeer tevreden
7102,1,Answered
7103,1,Ja
7104,3,5 tot 10 jaar
7105,5,helemaal niet mee eens
7106,3,Weet niet/geen mening
7107,0,Nee
7108,5,helemaal niet mee eens
7109,2,min of meer
7110,11,Leeftijd
7111,3,verslechterd
7112,79,Leeftijd
7113,0,Nee
7114,2,incidenteel
7115,3,niet tevreden/niet ontevreden
7116,1,zeer tevreden
7117,8,Vanwege de woning zelf
7118,4,weet niet/geen mening
7119,3,"slecht, veel problemen"
7120,3,"In een drukke wijk met voorzieningen, net buiten het centrum"
7121,4,komt voor en geeft me een andere emotie
7122,3,komt (bijna) nooit voor
7123,99999999,MISSING
7124,,
7125,3,"Ja, van mijn huisarts"
7126,3,verslechterd
7127,2,"ja, in de eigen buurt"
7128,0,Nee
7129,8,Onbekend
7130,3,komt (bijna) nooit voor
7131,2,nee
7132,1,Ja
7133,1,ja
7134,96,Leeftijd
7135,7,7
7136,2,"redelijk, enkele problemen"
7137,54,Leeftijd
7138,4,geen antwoord
7139,2,komt voor en maakt me bang
7140,44,Leeftijd
7141,1,"ja, (bijna) geen problemen"
7142,2,Nieuwbouwwoning
7143,4,"Tussen € 635,- en € 711,-"
7144,1,Nee
7145,2,Vanwege studie/werk
7146,10,10
7147,3,komt (bijna) nooit voor
7148,5,helemaal oneens
7149,97,Leeftijd
7150,1,nee
7151,4,zelden/ nooit
7152,7,"Anders, namelijk:"
7153,,
7154,99999999,MISSING
7155,2,nee
7156,,
7157,13,Leeftijd
7158,3,niet gedaan en wil ik ook niet doen
7159,1,komt vaak voor
7160,99999999,MISSING
7161,10,Eenkamerwoning / studio
7162,58,Leeftijd
7163,1,komt niet voor
7164,4,nee
7165,5,Ongelukkig
7166,99999999,MISSING
7167,1,mee eens
7168,1,Ja
7169,2,komt soms voor
7170,3,"Ja, van mijn huisarts"
7171,3,komt (bijna) nooit voor
7172,4,"Ja, particuliere hulp*"
7173,3,mee eens/oneens
7174,3,3
7175,6,weet niet of het voorkomt
7176,13,Tussen € 400.000 en € 450.000
7177,2,"Tussen € 185.000,- en € 275.000,-"
7178,2,2
7179,1,zeer tevreden
7180,99999999,MISSING
7181,1,"Ja, ik wil graag lid worden. Mijn e-mailadres is:"
7182,1,Nee
7183,1,Ja
7184,4,Weet niet/geen mening
7185,8,8
7186,0,Nee
7187,12,"Iets anders, namelijk:"
7188,3,"ja, elders in de gemeente"
7189,10,10
7190,14,Leeftijd
7191,,
7192,4,ontevreden
7193,4,"ja, maar niet in de eigen gemeente"
7194,3,Niet mee eens
7195,99999999,MISSING
7196,3,3
7197,10,10
7198,1,nee
7199,1,komt vaak voor
7200,1,Vaak
7201,99999999,MISSING
7202,2,In een dorp
7203,1,heb ik gedaan
7204,6,Flatwoning/appartement mTt lift
7205,99999999,MISSING
7206,1,Ja
7207,65,Leeftijd
7208,1,komt vaak voor
7209,2,"Nee, ik wil geen lid worden."
7210,3,komt voor en maakt me boos
7211,8,Onbekend
7212,1,ja
7213,99999999,MISSING
7214,4,zelden/ nooit
7215,3,"niet eens, niet oneens"
7216,9,9
7217,,
7218,15,Vanwege zorg voor familielid (mantelzorg)
7219,4,"Ja, particuliere hulp*"
7220,1,Nee
7221,4,weet niet/geen mening
7222,4,weet niet/niet van toepassing
7223,5,5
7224,4,"Tussen € 350.000,- en € 450.00,-"
7225,59,Leeftijd
7226,2,Twee onder TTn kap
7227,1,Ja
7228,6,Leeftijd
7229,4,niet mee eens
7230,2,min of meer
7231,5,helemaal niet mee eens
7232,6,Er waren geen leefbaarheids- of veiligheidsproblemen en deze zou ik ook niet melden
7233,2,vaak wel
7234,4,Hoekwoning
7235,8,Onbekend
7236,2,2
7237,25,Leeftijd
7238,5,"Ja, van een organisatie of instantie**"
7239,47,Leeftijd
7240,6,Vanwege onmin met de buren
7241,3,"ja, elders in de gemeente"
7242,11,Ik krijg de financiering bij de hypotheekverstrekker niet rond
7243,6,"Ja, andere hulp"
7244,6,"Ja, andere hulp"
7245,8,Onbekend
7246,2,(bijna) Elke week
7247,3,Bouwkavel zelf ontwikkelen en bouwen (particulier)
7248,4,weet niet/niet van toepassing
7249,0,Not Answered
7250,99999999,MISSING
7251,99999999,MISSING
7252,2,nee
7253,4,4
7254,1,Nee
7255,2,mee eens
7256,1,Ja
7257,5,"Ja, van een organisatie of instantie**"
7258,5,5
7259,1,(bijna) Elke dag
7260,2,Positief
7261,4,"ja, maar niet in de eigen gemeente"
7262,10,Eenkamerwoning/studio
7263,5,5
7264,8,Woon-zorgcomplex/verzorgingshuis/aanleunwoning
7265,99999999,MISSING
7266,1,komt vaak voor
7267,4,"Ja, particuliere hulp*"
7268,2,nee
7269,4,geen antwoord
7270,5,5
7271,3,"niet eens, niet oneens"
7272,3,soms
7273,1,komt vaak voor
7274,64,Leeftijd
7275,8,Onbekend
7276,4,Negatief
7277,4,"ja, maar niet in de eigen gemeente"
7278,0,Nee
7279,99999998,Onbekend
7280,1,Ja
7281,3,"Breda Noord (Geeren-Noord, Geeren-Zuid, Biesdonk, Wisselaar, Doornbos-Linie, Waterdonken)"
7282,2,"Tussen € 185.000,- en € 275.000,-"
7283,1,Ja
7284,4,weet niet/geen mening
7285,6,Door de strengere eisen voor sociale huurwoningen kom ik alleen in aanmerking voor een duurdere huurwoning
7286,6,"Ja, andere hulp"
7287,4,niet mee eens
7288,1,zeer tevreden
7289,107,Leeftijd
7290,0,Not Answered
7291,4,niet van toepassing
7292,3,nee
7293,2,waarschijnlijk wel
7294,2,"redelijk, enkele problemen"
7295,1,mee eens
7296,2,"Nee, niet in mijn buurt maar wel in Breda"
7297,5,"Ja, van een organisatie of instantie**"
7298,3,neutraal
7299,3,komt (bijna) nooit voor
7300,16,Scheldestraat
7301,1,(vrijwel) altijd
7302,4,"Ja, particuliere hulp*"
7303,3,"Nee, ik heb hiervan geen melding gedaan en dit wil ik in de toekomst ook niet doen"
7304,2,komt soms voor
7305,6,"Ja, andere hulp"
7306,24,Leeftijd
7307,1,"Ja, mijn woning is hiervoor geschikt"
7308,2,"Ja, van familie, buren of vrienden"
7309,1,Koopwoning
7310,2,"redelijk, enkele problemen"
7311,8,Onbekend
7312,99999999,MISSING
7313,41,Leeftijd
7314,2,eens
7315,99999998,Onbekend
7316,1,vaak
7317,3,komt (bijna) nooit voor
7318,0,Nee
7319,8,Onbekend
7320,4,weet niet/geen mening
7321,1,Nee
7322,10,10
7323,2,komt soms voor
7324,4,niet mee eens
7325,3,nee
7326,4,weet niet/geen mening
7327,5,helemaal oneens
7328,17,Kraaienest
7329,2,neutraal
7330,2,"Ja, van familie, buren of vrienden"
7331,3,komt voor en maakt me boos
7332,5,Leeftijd
7333,1,Ja
7334,2,"Ja, van familie, buren of vrienden"
7335,4,Weet niet/geen mening
7336,1,helemaal mee eens
7337,1,1
7338,99999999,MISSING
7339,4,mee oneens
7340,0,Nee
7341,0,Nee
7342,1,komt vaak voor
7343,99999999,MISSING
7344,3,soms
7345,3,Kom net rond
7346,1,verbeterd
7347,3,"ja, elders in de gemeente"
7348,52,Leeftijd
7349,32,Leeftijd
7350,8,Onbekend
7351,2,"Ja, van familie, buren of vrienden"
7352,99999998,Onbekend
7353,,
7354,2,"nog niet gedaan, maar ben ik wel toe bereid"
7355,6,Wijk aan de rand van de stad
7356,4,oneens
7357,8,Onbekend
7358,3,komt (bijna) nooit voor
7359,8,Onbekend
7360,2,Soms
7361,4,Weet niet/geen mening
7362,80,Leeftijd
7363,1,Vrijstaand
7364,3,Niet mee eens
7365,3,"Soms wel, soms niet"
7366,5,zeer ontevreden
7367,2,regelmatig
7368,8,Onbekend
7369,0,Nee
7370,4,4
7371,9,9
7372,1,komt vaak voor
7373,3,soms
7374,3,"Tussen € 592,- en € 635,-"
7375,4,ETn volwassene met kind(eren)/eenoudergezin
7376,9,Kamerbewoning/studentenhuisvesting
7377,90,Leeftijd
7378,18,Wegwijzer
7379,3,"ja, elders in de gemeente"
7380,4,weet niet/geen mening
7381,4,geen antwoord
7382,21,Zandberg
7383,4,(bijna) Elke 3 maanden
7384,1,"Ja, ik heb deze goederen/diensten online gekocht of verkocht"
7385,2,Huis van de Heuvel
7386,71,Leeftijd
7387,2,"Ja, van familie, buren of vrienden"
7388,99999999,MISSING
7389,0,Nee
7390,6,6
7391,2,Huurwoning van een woningcorporatie
7392,29,Leeftijd
7393,2,regelmatig
7394,4,"Ja, particuliere hulp*"
7395,13,Slechte dienstverlening verhuurder
7396,8,æt Klooster
7397,3,niet mee eens
7398,2,nee
7399,99999999,MISSING
7400,6,"Breda Zuid (Boeimeer, Ruitersbos)"
7401,1,Nee
7402,3,Nee
7403,5,zeer ontevreden
7404,4,Hoekwoning
7405,2,mee eens
7406,1,ja
7407,1,1
7408,76,Leeftijd
7409,2,"ja, in de eigen buurt"
7410,8,8
7411,1,Ja
7412,4,weet (nog) niet
7413,2,"Ja, meestal"
7414,99999999,MISSING
7415,1,Ja
7416,1,"ja, (bijna) geen problemen"
7417,1,komt vaak voor
7418,1,Vooruit
7419,14,€ 450.000 of meer
7420,3,3
7421,3,komt (bijna) nooit voor
7422,1,Ja
7423,1,helemaal eens
7424,5,Scheiding
7425,1,komt vaak voor
7426,49,Leeftijd
7427,2,"Ja, van familie, buren of vrienden"
7428,2,nee
7429,4,Leeftijd
7430,7,Zelfstandige seniorenwoning
7431,3,"nee, dat klopt niet echt"
7432,1,ja
7433,4,"Nee, meestal niet"
7434,2,Gemakkelijk
7435,3,neutraal
7436,3,"ja, elders in de gemeente"
7437,1,(vrijwel) altijd
7438,6,6
7439,3,soms
7440,1,helemaal mee eens
7441,2,In een dorp
7442,1,"ja, zeker"
7443,99999999,MISSING
7444,8,8
7445,1,ja
7446,9,Kamerbewoning / studentenhuisvesting
7447,2,komt soms voor
7448,1,Ja
7449,4,"Ja, particuliere hulp*"
7450,4,4
7451,8,8
7452,2,nee
7453,1,ja
7593,5,helemaal oneens
7454,2,"Nee, ik heb deze goederen niet online gekocht of verkocht"
7455,1,Answered
7456,0,Nee
7457,5,Zeer moeilijk
7458,4,weet niet/geen mening
7459,1,Ja
7460,1,ja
7461,2,2
7462,8,Onbekend
7463,2,"nog niet gedaan, maar ben ik wel toe bereid"
7464,6,weet niet of het voorkomt
7465,1,ja
7466,2,2
7467,7,"Iets anders, namelijk:"
7468,28,Leeftijd
7469,2,mee eens
7470,2,"ja, in de eigen buurt"
7471,7,7
7472,2,komt soms voor
7473,4,"Ja, particuliere hulp*"
7474,3,"Ja, van mijn huisarts"
7475,,
7476,2,"Nee, ik heb hiervan geen melding gedaan, maar ik zou dit in de toekomst wel doen"
7477,2,tevreden
7478,4,Weet niet/geen mening
7479,2,"Ja, van familie, buren of vrienden"
7480,8,8
7481,1,komt niet voor
7482,3,komt voor en maakt me boos
7483,3,"ja, elders in de gemeente"
7484,4,komt voor en geeft me een andere emotie
7485,61,Leeftijd
7486,4,niet mee eens
7487,1,komt vaak voor
7488,4,"Ja, particuliere hulp*"
7489,2,nee
7490,2,eens
7491,8,Onbekend
7492,3,"ja, elders in de gemeente"
7493,99999999,MISSING
7494,,
7495,4,geen antwoord
7496,1,komt vaak voor
7497,2,komt soms voor
7498,2,komt voor en maakt me bang
7499,5,"Ja, van een organisatie of instantie**"
7500,3,(vrijwel) nooit
7501,3,niet gedaan en wil ik ook niet doen
7502,,
7503,6,6
7504,99999999,MISSING
7505,2,eens
7506,2,"Ja, van familie, buren of vrienden"
7507,8,Onbekend
7508,9,Leeftijd
7509,3,"Tussen € 424,- en € 607,-"
7510,14,Wil dichterbij ouders/kinderen gaan wonen
7511,2,neutraal
7512,6,"Ja, andere hulp"
7513,1,"ja, dat klopt wel"
7514,0,Nee
7515,8,Onbekend
7516,9,De Koe
7517,5,Zeer negatief
7518,2,eens
7519,5,zeer ontevreden
7520,99999998,Onbekend
7521,1,nee
7522,5,zeer ontevreden
7523,99999999,MISSING
7524,2,mee eens
7525,2,mee eens
7526,4,In een landelijke omgeving
7527,4,komt voor en geeft me een andere emotie
7528,99999999,MISSING
7529,7,7
7530,4,niet van toepassing
7531,2,"redelijk, enkele problemen"
7532,,
7533,,
7534,1,"ja, (bijna) geen problemen"
7535,1,"ja, (bijna) geen problemen"
7536,2,"redelijk, enkele problemen"
7537,3,"slecht, veel problemen"
7538,1,"ja, (bijna) geen problemen"
7539,3,"slecht, veel problemen"
7540,3,"slecht, veel problemen"
7541,2,"redelijk, enkele problemen"
7542,,
7543,2,"redelijk, enkele problemen"
7544,4,niet van toepassing
7545,1,"ja, (bijna) geen problemen"
7546,4,niet van toepassing
7547,1,"ja, (bijna) geen problemen"
7548,3,"slecht, veel problemen"
7549,3,"slecht, veel problemen"
7550,3,"slecht, veel problemen"
7551,1,"ja, (bijna) geen problemen"
7552,4,niet van toepassing
7553,4,
7554,,
7555,1,"ja, (bijna) geen problemen"
7556,3,"slecht, veel problemen"
7557,2,"redelijk, enkele problemen"
7558,4,niet van toepassing
7559,4,niet van toepassing
7560,,
7561,2,"redelijk, enkele problemen"
7562,1,"ja, (bijna) geen problemen"
7563,1,"ja, (bijna) geen problemen"
7564,1,"ja, (bijna) geen problemen"
7565,1,"ja, (bijna) geen problemen"
7566,1,"ja, (bijna) geen problemen"
7567,2,"redelijk, enkele problemen"
7568,,
7569,3,"slecht, veel problemen"
7570,2,"redelijk, enkele problemen"
7571,2,"redelijk, enkele problemen"
7572,3,"niet eens, niet oneens"
7573,5,helemaal oneens
7574,2,eens
7575,4,oneens
7576,,
7577,,
7578,3,"niet eens, niet oneens"
7579,4,oneens
7580,4,oneens
7581,6,weet niet/niet van toepassing
7582,6,weet niet/niet van toepassing
7583,2,eens
7584,3,"niet eens, niet oneens"
7585,6,weet niet/niet van toepassing
7586,1,helemaal eens
7587,,
7588,,
7589,1,helemaal eens
7590,2,eens
7591,4,oneens
7592,5,helemaal oneens
7594,1,helemaal eens
7595,1,helemaal eens
7596,3,"niet eens, niet oneens"
7597,5,helemaal oneens
7598,3,"niet eens, niet oneens"
7599,6,weet niet/niet van toepassing
7600,4,oneens
7601,2,eens
7602,6,weet niet/niet van toepassing
